Respondent_Serial,WAVE,resp_gender,resp_age,REGION,LIV,MRK_STATE1,QPID1,QPID_I,QPID_D,QPID_R,GRID_GTS1_1_GTS1,GRID_GTS1_2_GTS1,GRID_GTS1_3_GTS1,GRID_GTS1_4_GTS1,GRID_GTS1_5_GTS1,GRID_GTS2_1_GTS2,GRID_GTS2_2_GTS2,GRID_GTS2_3_GTS2,GRID_GTS2_4_GTS2,GRID_GTS2_5_GTS2,GRID_GTS3_1_GTS3,GRID_GTS3_3_GTS3,GRID_GTS3_4_GTS3,GRID_GTS3_5_GTS3,GRID_GTS3_6_GTS3,GRID_GTS3_7_GTS3,GRID_GTS3_8_GTS3,USHHI2,USEDU3,USHOU1,USMAR2,EMP01_der,KIDS02,USRETH3,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,USRACE48,Weight
1857,5,1,43,2,2,55,3,2,,,40,40,50,40,30,40,30,40,40,40,5,5,5,3,5,5,3,13,10,1,3,1,1,2,1,0,0,0,0,0,0,0,0.229064
1862,5,1,54,3,2,51,2,,,1,50,0,40,10,0,20,20,20,10,30,1,1,1,1,1,2,1,19,10,2,3,1,0,2,1,0,0,0,0,0,0,0,0.721593
1867,5,1,22,4,2,41,1,,2,,68,69,60,40,76,90,86,90,78,86,1,2,2,1,1,1,1,19,8,4,1,5,1,2,1,0,0,0,0,0,0,0,1.199015
1869,5,2,31,4,3,8,1,,1,,60,50,50,50,60,50,50,50,50,50,2,4,2,5,1,1,1,21,10,3,2,1,0,1,1,0,1,1,1,0,0,0,1.18056
1875,5,1,31,3,2,13,1,,1,,10,25,20,10,10,20,20,20,20,20,2,1,5,4,4,1,3,8,5,1,3,1,2,1,1,0,0,0,0,0,0,0,3.426082
1895,5,1,27,4,2,8,3,3,,,15,20,20,30,20,15,20,25,30,30,4,4,4,3,2,1,3,19,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.654001
1902,5,1,28,2,2,29,1,,2,,10,15,25,20,25,5,40,25,5,25,1,2,2,2,2,1,1,19,10,3,2,1,0,2,0,0,0,1,0,0,0,0,1.060212
1922,5,1,46,4,3,4,2,,,2,40,18,7,40,33,44,66,17,23,6,1,1,4,2,2,4,1,10,5,3,1,1,1,2,1,0,0,0,0,0,0,0,1.717555
1930,5,1,54,3,3,51,2,,,2,5,20,50,20,5,5,20,50,20,5,2,3,4,1,5,4,3,11,9,1,2,2,0,2,1,0,0,0,0,0,0,0,0.514648
1931,5,1,50,4,2,4,2,,,2,70,50,70,60,60,80,80,80,80,80,1,1,3,1,1,1,1,12,8,3,5,1,0,2,1,0,0,0,0,0,0,0,0.607127
1933,5,1,41,2,1,20,2,,,2,50,5,20,20,5,75,0,0,25,0,1,1,1,1,1,1,1,17,7,1,3,1,0,2,1,0,0,0,0,0,0,0,1.273019
1954,5,1,34,2,1,55,3,3,,,65,45,70,35,52,60,30,60,30,45,2,2,2,3,2,2,2,8,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.229064
1960,5,1,46,4,3,53,2,,,2,65,74,50,20,15,64,35,87,27,22,1,2,4,1,1,2,1,10,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.211944
1965,5,2,26,3,3,51,2,,,2,63,0,93,58,50,36,41,22,58,57,1,3,3,1,4,3,1,19,11,1,2,1,0,2,1,0,0,0,0,0,0,0,0.759233
2006,5,1,42,3,3,13,1,,1,,60,45,45,55,65,35,35,15,35,35,2,4,2,4,1,1,2,20,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.602006
2029,5,1,33,3,1,45,3,2,,,10,95,25,65,0,60,75,25,75,0,4,4,4,1,4,4,1,10,10,1,1,3,0,2,1,0,0,0,0,0,0,0,0.254522
2034,5,1,34,3,2,51,4,3,,,48,25,52,50,25,50,30,50,55,33,1,2,1,2,1,1,1,17,10,3,3,8,1,2,1,0,0,0,0,0,0,0,0.46941
2047,5,1,26,3,2,21,3,3,,,60,50,50,75,10,35,35,60,35,5,3,1,4,3,3,1,1,17,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.742065
2060,5,1,28,4,3,53,3,2,,,40,30,50,25,30,60,60,60,60,35,3,1,3,1,1,4,1,19,10,3,3,1,2,2,1,0,0,0,0,0,0,0,0.460612
2061,5,2,34,3,2,28,3,1,,,30,20,20,20,10,20,20,20,20,20,5,5,4,2,1,1,4,8,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.207122
2066,5,1,49,2,3,55,3,3,,,40,20,20,10,10,20,20,20,20,20,4,2,5,1,5,1,1,6,5,1,1,2,0,2,1,0,0,0,0,0,0,0,0.888778
2078,5,1,37,4,2,8,1,,1,,20,20,20,10,30,20,10,30,10,30,1,1,1,1,1,1,1,19,5,1,3,1,1,2,1,0,0,0,0,0,0,0,3.249299
2085,5,2,28,4,2,8,1,,2,,50,25,45,60,35,45,35,37,50,28,4,3,1,1,1,2,3,9,10,3,2,2,0,2,1,0,0,0,0,0,0,0,0.17212
2103,5,1,47,2,1,29,1,,1,,48,28,68,56,35,25,10,5,17,12,1,1,4,1,1,1,1,7,7,1,2,8,0,2,1,0,0,0,0,0,0,0,0.350989
2116,5,1,21,4,2,53,1,,1,,65,60,70,68,67,70,72,75,71,76,2,2,3,1,1,1,2,20,7,4,1,5,0,2,0,0,0,1,0,0,0,0,0.988355
2126,5,1,24,3,1,47,2,,,1,0,50,0,50,0,0,50,0,50,0,1,1,3,1,2,2,1,6,5,1,1,1,0,2,1,0,0,0,0,0,0,0,1.264552
2137,5,1,33,2,2,29,1,,2,,25,65,65,70,70,20,50,50,50,50,1,2,1,3,1,1,1,18,7,4,1,3,0,2,1,0,0,0,0,0,0,0,1.273019
2142,5,1,42,1,2,9,1,,2,,90,70,65,68,50,80,40,74,40,75,4,2,5,4,1,1,1,19,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.474287
2143,5,2,38,4,3,53,3,3,,,5,10,45,10,30,5,30,10,5,50,3,2,4,1,4,1,2,20,11,1,2,3,0,1,0,0,0,0,1,0,0,0,2.259062
2166,5,1,26,4,3,4,1,,2,,30,90,50,80,50,75,80,75,75,50,4,4,5,5,1,1,1,17,8,1,2,1,0,1,0,0,0,0,0,1,0,0,3.858863
2171,5,2,34,3,2,5,3,2,,,20,20,20,20,20,30,23,57,56,25,1,1,1,1,1,1,1,10,8,3,1,1,0,2,1,0,0,0,0,0,0,0,0.379728
2184,5,1,76,3,3,1,1,,1,,60,15,60,60,15,25,10,20,25,5,5,1,5,2,1,1,1,7,11,1,4,4,0,2,0,1,0,0,0,0,0,0,0.390785
2202,5,1,31,2,2,46,1,,2,,67,14,23,81,86,40,30,60,70,70,3,1,1,1,2,2,1,1,3,3,2,8,1,2,1,0,1,0,0,0,0,0,1.806705
2227,5,1,66,1,2,25,4,3,,,70,60,40,40,55,65,60,50,56,50,1,1,1,1,1,1,1,12,6,6,3,9,0,3,0,0,0,0,0,0,1,0,1.583856
2239,5,1,40,3,3,13,2,,,1,90,100,100,100,100,20,30,20,20,10,5,4,4,5,2,3,3,20,11,4,3,1,2,2,1,0,0,0,0,0,0,0,0.602006
2243,5,1,48,2,1,19,3,3,,,50,50,50,50,20,10,20,20,20,5,1,1,5,1,1,1,1,17,10,4,1,1,0,2,1,0,0,0,0,0,0,0,0.558167
2245,5,1,61,2,2,29,2,,,2,50,25,80,75,30,65,15,80,85,28,2,1,4,1,1,2,1,12,10,2,1,1,0,2,1,0,0,0,0,0,0,0,0.191447
2262,5,1,34,3,3,11,1,,1,,10,15,5,0,5,15,6,5,0,5,2,5,5,5,2,4,5,18,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.742065
2280,5,1,65,3,1,13,2,,,1,50,50,50,40,40,50,50,50,40,35,3,1,3,2,4,4,1,16,11,1,3,1,0,2,1,0,0,0,0,0,0,0,1.268464
2303,5,2,34,3,2,13,3,3,,,70,10,50,25,30,60,15,60,5,20,2,2,2,2,2,2,2,16,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.834777
2317,5,1,58,1,3,23,4,1,,,30,10,30,40,30,20,10,40,10,20,1,1,1,1,1,1,1,11,9,3,2,1,0,2,0,0,0,0,0,0,1,0,0.584455
2406,5,1,31,3,3,13,1,,1,,0,15,20,8,35,0,35,15,8,42,3,2,5,4,4,3,5,20,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.602006
7,6,1,58,4,2,41,1,,2,,40,10,10,10,15,40,10,10,10,15,3,3,4,2,1,1,2,10,8,1,3,3,0,2,1,0,1,0,0,0,0,0,0.599414
10,6,2,57,3,1,10,2,,,2,70,50,60,50,50,70,80,80,70,60,2,3,4,2,2,1,1,18,8,4,5,8,1,2,1,0,0,0,0,0,0,0,1.226574
11,6,2,48,2,2,18,3,3,,,10,30,20,5,35,10,30,25,5,35,1,1,1,1,1,1,1,9,9,2,3,7,0,2,1,0,0,0,0,0,0,0,0.297084
12,6,1,31,4,2,4,1,,1,,70,75,70,65,60,55,65,60,55,50,5,4,5,1,1,1,2,11,7,1,2,1,2,2,1,0,0,0,0,0,0,0,0.454727
14,6,2,72,3,2,24,1,,1,,72,42,40,38,67,62,58,56,56,76,4,4,5,1,2,1,2,15,8,1,4,4,0,2,0,1,0,0,0,0,0,0,0.642364
16,6,2,56,4,2,41,1,,2,,24,38,24,6,25,57,56,43,31,56,1,4,5,1,5,1,1,12,10,1,1,8,0,2,1,0,0,0,0,0,0,0,0.186216
21,6,2,54,4,2,16,3,2,,,50,50,80,50,60,25,25,80,50,25,1,2,5,1,2,1,1,21,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.542918
26,6,2,50,3,2,45,3,2,,,10,75,75,50,25,30,35,10,75,10,1,1,5,1,2,1,1,6,5,2,1,2,1,2,1,0,0,0,0,0,0,0,1.140098
28,6,1,21,3,1,1,3,2,,,70,60,90,60,100,30,50,40,30,50,1,1,1,1,1,1,1,1,8,3,2,8,0,2,1,0,0,0,0,0,0,0,0.466629
29,6,1,43,3,3,21,1,,1,,60,40,50,40,40,30,20,30,20,40,1,1,1,1,1,1,1,8,10,3,5,1,0,2,1,0,0,0,0,0,0,0,0.254522
30,6,1,67,4,2,4,3,1,,,70,63,66,60,58,65,55,60,60,60,2,2,4,2,2,1,1,10,10,3,5,8,0,2,1,0,0,0,0,0,0,0,0.290332
31,6,2,58,1,2,9,3,2,,,100,0,0,0,50,50,0,0,50,0,1,1,3,1,3,3,1,12,5,1,3,7,0,2,1,0,0,0,0,0,0,0,0.93318
32,6,2,42,4,2,4,2,,,1,70,50,60,20,80,85,60,70,70,70,1,1,2,1,2,2,1,21,9,1,3,2,1,2,1,0,0,0,0,0,0,0,1.035207
35,6,2,47,3,2,10,1,,2,,90,60,60,25,75,50,20,15,15,20,5,1,5,2,1,1,1,16,10,3,5,1,0,2,0,1,0,0,0,0,0,0,1.021531
43,6,2,38,2,2,55,1,,1,,15,5,25,50,10,15,5,50,100,10,1,1,3,1,1,1,1,6,8,3,1,2,1,2,1,1,0,0,0,0,0,0,0.260208
44,6,1,28,4,2,4,4,1,,,75,45,50,100,100,70,45,100,100,100,4,1,3,2,3,1,1,6,8,3,1,1,0,1,0,0,0,0,0,1,0,0,1.316112
47,6,2,20,4,2,32,2,,,2,65,60,45,40,45,65,60,40,35,40,1,1,1,1,1,1,1,19,8,4,1,5,0,2,1,0,0,0,0,0,0,0,0.920015
49,6,1,57,2,2,19,3,1,,,100,75,100,100,100,80,50,50,30,60,4,1,5,4,1,1,2,18,10,3,3,3,1,2,0,0,0,1,0,0,0,0,0.852253
53,6,2,22,3,3,5,5,2,,,90,100,100,100,100,90,85,90,85,100,2,2,2,1,1,2,2,1,5,3,2,8,0,2,1,1,1,0,0,0,0,0,1.571238
56,6,2,49,2,1,19,1,,1,,75,60,60,60,30,30,30,40,25,25,5,5,5,2,1,1,1,5,8,3,5,8,0,2,1,0,0,0,0,0,0,0,0.297084
57,6,2,76,3,3,47,2,,,2,85,75,75,100,100,85,75,85,100,100,1,1,5,1,1,1,1,4,5,3,4,4,0,2,1,0,0,0,0,0,0,0,1.140098
60,6,2,60,4,1,35,2,,,1,45,35,35,40,35,35,25,25,30,35,2,1,2,2,4,5,1,15,8,1,3,3,0,1,1,0,0,0,0,0,0,0,0.526016
74,6,2,52,3,1,24,3,2,,,50,70,60,75,30,70,60,60,70,55,1,1,1,1,2,2,1,19,9,1,3,2,0,2,1,0,0,0,0,0,0,0,1.226574
77,6,1,33,3,1,47,3,1,,,55,40,80,60,54,20,10,40,30,10,4,4,4,5,1,1,1,15,8,1,2,3,0,2,1,0,0,0,0,0,0,0,0.466629
87,6,2,23,2,3,20,3,3,,,80,90,95,75,90,95,80,90,75,80,1,1,1,1,1,1,1,4,9,3,2,2,2,2,1,0,0,0,0,0,0,0,0.330484
100,6,1,67,4,3,32,3,1,,,10,30,80,50,80,10,30,80,50,80,4,5,5,5,5,5,5,20,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.6243
101,6,1,24,4,2,49,2,,,2,30,50,50,20,10,30,40,45,20,5,1,1,2,1,2,1,1,6,8,3,3,5,0,2,1,0,0,0,0,0,0,0,0.411252
103,6,1,39,3,3,28,1,,2,,90,60,95,90,90,90,60,95,90,90,5,5,5,4,5,5,5,22,13,1,3,1,2,2,1,0,0,0,0,0,0,0,0.742065
104,6,2,56,2,2,18,3,3,,,25,10,25,40,0,25,10,45,20,0,1,1,1,1,1,1,1,4,5,3,1,8,0,3,1,0,0,0,0,0,0,0,0.805089
108,6,2,32,3,2,10,4,3,,,2,5,3,70,20,5,30,0,70,20,1,1,1,1,1,1,1,5,5,1,2,7,0,2,0,1,0,0,0,0,0,0,1.571238
112,6,2,40,2,2,29,3,1,,,50,20,40,30,30,30,50,20,50,60,4,3,5,4,3,3,4,14,7,3,5,3,3,2,1,0,0,0,0,0,0,0,0.330484
113,6,1,63,1,2,9,3,1,,,60,50,50,30,30,50,60,40,70,50,1,1,5,1,1,1,1,8,8,2,3,4,0,2,1,0,0,0,0,0,0,0,0.382778
125,6,1,35,3,2,1,4,2,,,51,51,70,35,35,25,12,15,5,10,1,5,1,2,1,2,1,9,10,1,3,1,1,2,1,0,0,0,0,0,0,0,0.254522
127,6,1,50,3,3,51,3,1,,,25,10,20,35,10,25,10,10,35,20,5,4,5,4,5,4,4,22,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.721593
128,6,1,70,3,2,45,3,2,,,20,20,60,20,30,20,15,50,15,15,1,5,4,4,5,4,1,18,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.746192
130,6,2,64,2,2,18,2,,,1,30,100,100,20,100,50,40,60,75,85,1,1,4,1,5,2,1,4,5,1,5,4,0,2,1,0,0,0,0,0,0,0,0.805089
133,6,2,56,2,2,29,1,,1,,60,55,60,55,55,40,35,40,40,35,5,3,5,5,1,1,5,8,10,3,1,8,0,2,1,0,0,0,0,0,0,0,0.162044
141,6,2,40,3,2,21,4,3,,,60,60,40,50,50,60,60,30,40,30,4,4,5,1,5,1,1,19,5,1,3,7,1,2,1,0,0,0,0,0,0,0,3.000231
144,6,1,31,2,2,55,3,1,,,80,60,60,70,60,80,60,60,70,60,2,5,1,5,1,1,2,11,11,1,3,1,0,2,1,1,0,0,0,0,0,0,0.235045
146,6,2,64,4,1,35,3,3,,,60,40,40,40,19,60,30,20,40,20,1,4,5,1,1,1,1,11,8,1,1,4,0,2,1,0,0,0,0,0,0,0,0.3414
149,6,2,66,3,2,51,1,,1,,10,50,10,99,10,10,10,10,99,10,4,1,5,1,4,2,1,3,8,1,3,4,0,2,0,1,0,0,0,0,0,0,0.828999
153,6,1,27,2,3,18,3,3,,,60,80,65,65,70,60,65,50,55,45,3,2,1,1,2,1,1,1,10,3,1,5,0,2,0,0,0,1,0,0,0,0,0.363644
154,6,2,58,2,3,55,1,,2,,40,20,50,10,15,60,30,50,50,60,4,2,3,4,1,1,2,20,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.326067
169,6,2,73,2,2,29,1,,2,,75,25,60,35,40,75,50,75,50,60,2,1,5,1,2,1,1,13,5,3,3,4,0,2,1,0,0,0,0,0,0,0,0.805089
182,6,1,55,3,2,47,2,,,2,15,0,50,25,10,5,25,55,10,5,1,1,1,1,1,1,1,9,10,1,3,2,0,2,1,0,0,0,0,0,0,0,0.255937
183,6,1,49,4,2,32,3,1,,,80,50,50,50,75,95,90,90,90,95,5,4,5,1,1,1,1,7,5,3,2,3,0,2,1,0,0,0,0,0,0,0,1.063868
188,6,2,62,2,1,18,3,3,,,39,75,73,65,35,23,69,75,73,64,1,1,4,1,4,1,1,9,5,4,4,4,0,2,1,0,0,0,0,0,0,0,0.805089
192,6,2,51,2,2,20,2,,,1,17,20,25,14,10,9,13,15,13,8,1,1,1,1,1,1,1,12,8,1,3,7,1,2,1,0,0,0,0,0,0,0,0.297084
193,6,2,21,1,2,25,3,2,,,50,40,30,40,20,60,40,40,40,30,1,1,1,1,1,1,1,21,10,1,1,2,0,2,1,0,0,0,0,0,0,0,0.56109
198,6,1,61,3,2,51,1,,1,,15,30,15,20,20,15,20,15,25,25,1,5,1,2,1,1,1,22,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.721593
200,6,1,49,2,3,27,1,,2,,50,25,5,10,10,30,20,20,20,10,5,4,4,5,5,3,4,20,11,1,3,1,1,2,1,0,0,0,0,0,0,0,0.558167
201,6,2,84,3,2,28,1,,1,,50,20,35,30,10,40,15,20,25,30,4,1,5,1,4,1,1,4,10,5,4,4,0,2,1,0,0,0,0,0,0,0,0.229472
206,6,1,40,1,3,9,1,,2,,50,25,25,25,50,50,25,25,25,50,5,1,5,2,2,1,1,1,6,3,1,8,0,2,0,1,0,0,0,0,0,0,1.234071
209,6,2,23,3,1,47,2,,,1,10,10,10,50,20,10,10,10,50,20,1,1,2,1,1,1,1,12,8,4,1,8,0,2,1,0,0,0,0,0,0,0,0.379728
213,6,2,24,3,3,24,4,3,,,0,20,20,10,50,10,10,20,10,50,1,1,2,1,2,1,1,2,5,1,2,7,0,1,1,0,0,0,0,0,0,0,1.585525
214,6,2,60,2,2,31,2,,,2,60,80,75,80,80,60,75,80,80,80,1,1,5,1,1,2,1,7,5,1,3,4,0,2,1,0,0,0,0,0,0,0,0.805089
215,6,2,68,1,1,50,1,,2,,55,50,75,45,60,60,10,10,10,10,1,5,1,3,1,1,1,13,10,1,4,4,0,2,1,0,0,0,0,0,0,0,0.187825
223,6,2,48,2,1,27,2,,,2,50,80,20,25,0,25,75,25,25,0,2,1,5,1,4,1,1,11,8,1,2,1,0,2,1,0,0,0,0,0,0,0,0.297084
225,6,1,66,3,1,40,2,,,1,30,30,30,30,25,15,20,20,20,20,1,1,1,1,1,4,1,19,12,1,3,4,0,2,1,0,0,0,0,0,0,0,0.746192
226,6,2,23,4,1,53,4,3,,,10,10,5,25,50,10,15,5,20,50,1,2,1,1,1,1,1,10,5,4,1,1,1,2,1,0,0,0,0,0,0,0,1.574835
227,6,2,18,3,3,40,2,,,2,30,50,50,50,50,50,50,50,50,50,3,3,3,3,3,3,3,2,5,1,1,2,3,2,1,0,0,0,0,0,0,0,1.029053
228,6,1,44,2,2,19,2,,,1,10,10,40,25,25,50,10,75,50,80,2,1,3,1,3,3,3,5,5,3,1,1,0,2,1,0,0,0,0,0,0,0,1.183268
229,6,2,68,2,2,29,2,,,2,20,60,25,10,40,15,60,15,15,50,1,1,5,1,1,1,1,16,5,1,3,1,0,2,1,0,0,0,0,0,0,0,2.347258
247,6,1,36,1,3,44,4,3,,,60,45,50,55,40,75,60,60,65,70,2,2,1,2,1,1,1,3,10,3,1,3,0,2,1,0,0,0,0,0,0,0,0.162676
253,6,2,20,4,2,8,3,3,,,60,100,60,100,50,70,100,40,60,50,2,1,2,1,1,4,1,2,2,3,2,2,0,2,1,0,0,0,0,0,0,0,0.855152
263,6,2,24,4,3,49,1,,2,,75,50,50,25,70,80,50,60,75,50,4,5,4,4,2,4,5,2,10,3,1,2,0,2,1,0,0,0,0,0,0,0,0.17212
264,6,1,50,2,3,55,2,,,2,30,20,10,30,10,25,25,28,25,0,5,1,5,5,3,1,1,20,5,1,3,1,0,2,1,0,0,0,0,0,0,0,2.605912
277,6,2,51,3,2,47,2,,,1,0,0,0,15,0,2,2,0,15,2,1,1,2,1,1,1,1,2,8,1,1,8,0,2,1,0,0,0,0,0,0,0,0.420704
282,6,1,64,4,2,53,2,,,2,10,25,50,5,2,20,10,20,5,2,1,1,2,1,4,4,1,13,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.443206
283,6,2,21,2,3,31,2,,,2,70,5,10,5,10,20,30,10,10,10,2,1,1,1,2,2,1,21,10,4,1,5,0,2,1,0,0,0,0,0,0,0,0.525559
293,6,1,47,1,2,9,3,3,,,10,5,10,5,10,10,10,10,10,5,2,1,1,1,2,1,1,19,10,1,3,3,3,2,1,0,0,0,0,0,0,0,0.608719
299,6,2,64,3,2,47,1,,1,,15,25,55,25,40,25,10,25,15,25,5,1,5,1,2,1,1,11,5,1,3,4,0,2,1,0,0,0,0,0,0,0,1.140098
307,6,1,29,3,2,40,2,,,2,45,25,65,10,30,10,10,30,5,15,1,2,2,1,1,1,1,19,9,1,3,1,2,2,1,0,0,0,0,0,0,0,1.360468
320,6,1,24,3,1,21,3,3,,,20,5,5,65,5,20,30,10,30,10,2,4,4,5,3,2,2,4,7,4,1,8,2,2,1,0,0,0,0,0,0,0,0.466629
322,6,2,64,2,1,55,2,,,2,70,50,50,50,50,75,60,50,65,60,1,1,5,1,1,1,1,13,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.232555
332,6,2,81,2,3,27,2,,,2,10,100,100,40,30,20,20,20,10,30,2,1,5,1,4,1,1,7,5,1,4,4,0,2,1,0,0,0,0,0,0,0,0.805089
350,6,1,42,4,3,32,1,,1,,50,30,40,40,75,60,40,50,50,75,3,5,5,3,3,3,5,3,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.224317
359,6,2,53,1,2,9,3,1,,,10,20,60,0,10,10,20,50,10,10,1,1,5,1,1,1,1,13,9,1,5,1,0,2,1,0,0,0,0,0,0,0,0.34435
361,6,1,26,4,2,4,3,3,,,45,50,40,10,20,65,49,75,14,25,2,1,3,1,2,1,1,19,8,1,1,5,0,2,1,0,0,0,0,0,0,0,1.333268
369,6,1,29,4,2,53,2,,,2,75,100,100,100,100,75,100,100,100,100,3,2,5,1,4,4,3,19,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.460612
381,6,2,19,4,1,4,1,,2,,50,50,50,50,50,50,50,70,60,50,2,1,1,5,1,1,1,3,5,3,2,2,1,2,1,0,0,0,0,0,0,0,0.99883
382,6,2,72,3,2,40,3,3,,,30,50,20,10,60,30,60,10,50,20,1,2,5,1,1,1,1,18,7,1,3,4,0,2,1,0,0,0,0,0,0,0,1.226574
387,6,1,39,4,3,53,5,3,,,17,15,20,60,62,18,2,12,12,45,2,2,3,3,2,2,3,12,8,3,1,1,0,2,0,1,0,0,0,0,0,0,0.33709
389,6,1,35,3,2,45,3,1,,,50,55,50,65,50,35,40,35,45,35,4,5,5,5,5,1,3,16,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.742065
398,6,1,23,1,3,25,1,,1,,50,50,50,50,40,70,70,70,70,80,1,3,1,1,1,1,1,5,10,3,1,5,0,2,1,0,0,0,0,0,0,0,0.162676
399,6,2,32,4,3,32,1,,2,,80,80,80,65,80,80,80,80,65,80,1,1,2,2,1,1,1,12,9,3,2,1,3,2,1,0,0,0,0,0,0,0,0.315557
401,6,2,64,3,1,5,1,,2,,65,40,45,40,40,40,40,40,30,40,5,2,5,1,1,1,1,19,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.669033
411,6,2,34,3,1,24,1,,2,,42,40,50,47,45,29,30,33,32,31,3,3,2,4,1,1,2,20,10,1,3,1,0,1,1,0,0,0,0,0,0,0,0.930419
413,6,2,43,2,1,19,2,,,2,50,60,65,85,80,55,65,65,85,85,3,1,5,1,1,1,1,2,5,3,1,8,0,2,1,0,0,0,0,0,0,0,0.895604
417,6,1,29,3,1,51,1,,2,,15,10,10,30,35,5,10,25,25,35,3,2,3,1,2,1,1,19,11,3,2,1,0,2,1,0,0,0,0,0,0,0,0.46941
426,6,1,57,4,2,41,1,,1,,50,50,60,60,50,50,50,60,60,50,1,1,5,1,1,1,1,10,9,1,3,1,0,2,1,0,0,0,0,0,0,0,0.392575
463,6,2,62,2,2,19,3,3,,,70,70,70,35,70,60,60,60,15,60,1,5,5,1,1,1,1,11,5,1,3,7,0,2,1,0,0,0,0,0,0,0,0.805089
470,6,2,19,4,2,49,1,,1,,65,55,60,60,58,70,60,70,60,55,2,1,1,1,2,1,1,8,8,3,1,2,0,2,1,0,0,0,0,0,0,0,0.315557
475,6,2,55,1,2,9,3,1,,,60,55,50,60,52,65,60,60,70,52,5,4,5,2,1,1,2,20,10,1,3,7,0,2,1,0,0,0,0,0,0,0,0.547609
476,6,1,35,2,2,38,1,,2,,90,90,100,80,90,90,90,100,90,90,5,4,5,5,1,1,1,10,8,1,2,3,2,2,1,0,0,0,0,0,0,0,0.436635
478,6,1,78,3,1,1,1,,2,,80,65,70,45,52,50,45,40,45,25,5,2,5,1,1,1,1,17,11,5,4,4,0,2,1,0,0,0,0,0,0,0,0.746192
485,6,2,71,1,3,44,1,,1,,65,65,50,50,50,70,70,70,70,70,4,4,5,1,1,1,1,7,11,1,2,4,0,2,1,0,0,0,0,0,0,0,0.187825
502,6,2,57,4,1,8,3,3,,,20,10,10,10,10,10,10,10,10,10,4,4,5,1,5,4,3,9,8,3,3,8,0,2,1,0,0,0,0,0,0,0,0.3414
511,6,2,64,2,1,19,3,2,,,60,50,50,40,50,20,10,20,5,10,5,1,5,1,1,1,1,14,9,1,3,2,1,2,1,0,0,0,0,0,0,0,0.297084
515,6,2,51,2,2,18,2,,,2,10,20,30,20,20,10,20,30,20,20,1,1,5,1,4,1,1,20,10,1,3,2,1,2,1,0,0,0,0,0,0,0,0.472443
519,6,1,66,3,2,47,2,,,2,20,7,20,20,20,20,20,7,20,20,3,1,4,1,3,2,1,12,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.469224
522,6,2,50,4,2,4,2,,,1,20,20,5,20,20,15,15,50,20,15,1,1,3,2,2,3,1,19,5,1,3,1,0,2,1,0,0,0,0,0,0,0,2.628991
524,6,2,54,3,2,5,1,,1,,70,15,60,15,20,40,5,40,10,10,4,4,4,4,1,1,4,19,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.669033
530,6,2,53,3,1,47,3,2,,,35,50,60,50,40,25,60,45,50,40,1,1,5,1,1,1,1,9,8,4,5,8,0,2,1,0,0,0,0,0,0,0,0.420704
536,6,1,35,3,3,51,2,,,2,30,30,20,10,10,30,20,20,20,10,4,4,4,3,5,4,3,15,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.160098
545,6,1,45,1,1,23,2,,,2,60,35,45,20,20,48,15,20,20,10,5,4,4,3,4,3,1,21,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.608719
549,6,2,57,4,2,4,3,3,,,40,30,50,50,5,40,40,80,60,50,1,1,1,1,1,1,1,7,5,1,3,8,0,2,1,0,0,0,0,0,0,0,0.896649
550,6,1,64,2,2,27,3,2,,,10,20,25,18,5,8,5,35,15,10,1,2,1,1,1,5,1,21,10,1,3,8,0,2,1,0,0,0,0,0,0,0,0.558167
554,6,2,33,4,2,4,2,,,2,43,62,46,22,36,67,63,53,32,36,1,1,3,1,1,1,1,12,7,1,3,1,0,2,1,0,0,0,0,0,0,0,0.35307
